date,cases_jp,deaths_jp,cases_ch,deaths_ch,cases_tr,deaths_tr,cases_uk,deaths_uk,cases_fr,deaths_fr,cases_it,deaths_it,cases_us,deaths_us,cases_de,deaths_de,cases_sk,deaths_sk,cases_ir,deaths_ir,cases_es,deaths_es,cases_ny,deaths_ny,cases_be,deaths_be,cases_nl,deaths_nl,cases_ca,deaths_ca,cases_se,deaths_se,cases_by,deaths_by,cases_sg,deaths_sg,cases_ma,deaths_ma,cases_nh,deaths_nh,cases_ga,deaths_ga,cases_cn,deaths_cn,cases_ru,deaths_ru,cases_br,deaths_br,cases_pt,deaths_pt,cases_in,deaths_in,cases_pl,deaths_pl,cases_ie,deaths_ie,cases_at,deaths_at,cases_il,deaths_il,cases_ro,deaths_ro,cases_hk,deaths_hk,cases_tw,deaths_tw
2020-01-31,17,0,0,0,0,0,2,0,6,0,2,0,7,0,7,0,11,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,16,0,0,0,0,0,0,0,11791,259,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2020-02-01,20,0,0,0,0,0,2,0,6,0,2,0,8,0,10,0,12,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,18,0,1,0,0,0,0,0,14380,304,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0
2020-02-02,20,0,0,0,0,0,2,0,6,0,2,0,11,0,10,0,15,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,18,0,1,0,0,0,0,0,17205,361,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
2020-02-03,20,0,0,0,0,0,2,0,6,0,2,0,11,0,12,0,15,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,18,0,1,0,0,0,0,0,20440,425,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
2020-02-04,23,0,0,0,0,0,2,0,6,0,2,0,11,0,12,0,16,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,24,0,1,0,0,0,0,0,24324,490,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,1,11,0
2020-02-05,25,0,0,0,0,0,2,0,6,0,2,0,12,0,13,0,19,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,28,0,1,0,0,0,0,0,28018,563,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,1,11,0
2020-02-06,25,0,0,0,0,0,3,0,6,0,3,0,12,0,13,0,23,0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,30,0,1,0,0,0,0,0,31161,636,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,1,16,0
2020-02-07,25,0,0,0,0,0,3,0,6,0,3,0,12,0,14,0,24,0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,33,0,1,0,0,0,0,0,34546,722,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,1,16,0
2020-02-08,26,0,0,0,0,0,3,0,11,0,3,0,12,0,14,0,24,0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,0,0,40,0,1,0,0,0,0,0,37198,811,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,1,17,0
2020-02-09,26,0,0,0,0,0,4,0,11,0,3,0,12,0,14,0,27,0,0,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,43,0,1,0,0,0,0,0,40171,908,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,1,18,0
2020-02-10,26,0,0,0,0,0,8,0,11,0,3,0,12,0,14,0,27,0,0,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,45,0,1,0,0,0,0,0,42638,1016,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,1,18,0
2020-02-11,26,0,0,0,0,0,8,0,11,0,3,0,12,0,16,0,28,0,0,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,47,0,1,0,0,0,0,0,44653,1113,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,49,1,18,0
2020-02-12,28,0,0,0,0,0,8,0,11,0,3,0,12,0,16,0,28,0,0,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,50,0,1,0,0,0,0,0,58761,1259,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,1,18,0
2020-02-13,33,1,0,0,0,0,9,0,11,0,3,0,12,0,16,0,28,0,0,0,3,1,0,0,1,0,0,0,7,0,1,0,0,0,58,0,1,0,0,0,0,0,63851,1380,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,53,1,18,0
2020-02-14,41,1,0,0,0,0,9,0,11,1,3,0,12,0,16,0,28,0,0,0,3,1,0,0,1,0,0,0,8,0,1,0,0,0,67,0,1,0,0,0,0,0,66492,1523,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,1,18,0
2020-02-15,53,1,0,0,0,0,9,0,12,1,3,0,12,0,16,0,28,0,0,0,3,1,0,0,1,0,0,0,8,0,1,0,0,0,72,0,1,0,0,0,0,0,68500,1665,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,1,18,0
2020-02-16,59,1,0,0,0,0,9,0,12,1,3,0,12,0,16,0,29,0,0,0,3,1,0,0,1,0,0,0,8,0,1,0,0,0,75,0,1,0,0,0,0,0,70548,1770,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,57,1,20,1
2020-02-17,65,1,0,0,0,0,9,0,12,1,3,0,12,0,16,0,30,0,0,0,3,1,0,0,1,0,0,0,8,0,1,0,0,0,77,0,1,0,0,0,0,0,72436,1868,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,60,1,22,1
2020-02-18,73,1,0,0,0,0,9,0,12,1,3,0,12,0,16,0,31,0,0,0,3,1,0,0,1,0,0,0,8,0,1,0,0,0,81,0,1,0,0,0,0,0,74185,2004,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,62,1,22,1
2020-02-19,85,1,0,0,0,0,9,0,12,1,3,0,12,0,16,0,51,0,2,2,3,1,0,0,1,0,0,0,8,0,1,0,0,0,84,0,1,0,0,0,0,0,74576,2118,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,65,2,24,1
2020-02-20,93,1,0,0,0,0,9,0,12,1,3,0,14,0,16,0,104,1,5,2,3,1,0,0,1,0,0,0,9,0,1,0,0,0,85,0,1,0,0,0,0,0,75465,2236,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,68,2,24,1
2020-02-21,105,1,0,0,0,0,9,0,12,1,20,1,14,0,16,0,204,2,18,4,3,1,0,0,1,0,0,0,9,0,1,0,0,0,86,0,1,0,0,0,0,0,76288,2345,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,68,2,26,1
2020-02-22,132,1,0,0,0,0,9,0,12,1,79,2,14,0,16,0,433,2,29,6,3,1,0,0,1,0,0,0,9,0,1,0,0,0,89,0,1,0,0,0,0,0,76936,2442,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,69,2,26,1
2020-02-23,144,1,0,0,0,0,9,0,12,1,150,3,14,0,16,0,602,4,43,8,3,1,0,0,1,0,0,0,10,0,1,0,0,0,89,0,1,0,0,0,0,0,77150,2592,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,74,2,28,1
2020-02-24,157,1,0,0,0,0,13,0,12,1,229,6,14,0,16,0,833,7,64,12,4,1,0,0,1,0,0,0,11,0,1,0,0,0,90,0,1,0,0,0,0,0,77658,2663,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,81,2,30,1
2020-02-25,164,1,1,0,0,0,13,0,14,1,322,10,14,0,18,0,977,10,95,16,10,1,0,0,1,0,0,0,11,0,1,0,0,0,91,0,1,0,0,0,0,0,78064,2715,2,0,1,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,85,2,31,1
2020-02-26,186,3,2,0,0,0,13,0,18,1,445,12,15,0,21,0,1261,12,139,19,14,1,0,0,1,0,0,0,12,0,2,0,0,0,93,0,1,0,0,0,0,0,78497,2744,2,0,1,0,0,0,3,0,0,0,0,0,2,0,3,0,1,0,91,2,32,1
2020-02-27,210,4,8,0,0,0,13,0,38,1,650,17,15,0,26,0,1766,13,245,26,26,1,0,0,1,0,1,0,14,0,3,0,0,0,96,0,1,0,0,0,0,0,78824,2788,2,0,1,0,0,0,3,0,0,0,0,0,3,0,5,0,1,0,93,2,32,1
2020-02-28,230,5,13,0,0,0,19,0,57,1,888,21,19,0,53,0,2337,13,388,34,34,1,0,0,1,0,2,0,16,0,11,0,1,0,98,0,1,0,0,0,0,0,79251,2835,2,0,1,0,0,0,3,0,0,0,0,0,4,0,7,0,3,0,94,2,34,1
2020-02-29,239,5,18,0,0,0,23,0,100,1,1128,29,24,1,66,0,3150,17,593,43,59,1,0,0,1,0,6,0,20,0,14,0,1,0,102,0,1,0,0,0,0,0,79824,2870,2,0,2,0,0,0,3,0,0,0,1,0,5,0,10,0,3,0,95,2,39,1
2020-03-01,254,6,22,0,0,0,35,0,130,2,1694,34,42,2,117,0,4212,22,978,54,85,1,1,0,2,0,9,0,24,0,14,0,1,0,106,0,1,0,0,0,0,0,80026,2912,2,0,2,0,0,0,3,0,0,0,1,0,10,0,12,0,3,0,98,2,40,1
2020-03-02,268,6,40,0,0,0,40,0,191,2,2036,52,57,6,150,0,4812,28,1501,66,121,1,1,0,8,0,19,0,27,0,19,0,1,0,108,0,2,0,1,0,2,0,80151,2943,3,0,2,0,2,0,5,0,0,0,1,0,10,0,12,0,3,0,100,2,41,1
2020-03-03,284,6,55,0,0,0,51,0,212,4,2502,79,85,9,188,0,5328,32,2363,77,166,2,2,0,13,0,24,0,33,0,32,0,4,0,110,0,2,0,2,0,2,0,80270,2981,3,0,2,0,4,0,6,0,0,0,2,0,18,0,15,0,4,0,100,2,42,1
